estadio_id,evento,factor,ic_bajo,ic_alto,juegos_casa
5340,2B,1.3395860718275892,1.208004826225115,1.4942567441356291,298
5340,3B,1.3285039898013649,0.8701531700393524,2.0324579359706556,298
5340,sencillos,1.0954901721039547,1.038770072185776,1.156601046794686,298
5340,BB,1.03157939660125,0.9457950539416754,1.12279123436754,298
5340,golpeado,0.971993498042402,0.7588826555305549,1.244254218325611,298
5340,K,0.8235062536775447,0.7708733137834816,0.8754791024358379,298
2955,HR,0.6507989061429117,0.5211309346954776,0.8133513728775599,218
2955,2B,0.7885178474215704,0.681825264949266,0.9177516496396572,218
2955,3B,1.0380954579998602,0.6226549682035147,1.734380795606987,218
2955,sencillos,0.9684629352021251,0.9107227402710516,1.0296644813699638,218
2955,BB,0.9995093422907184,0.8984314942931945,1.1050911156086203,218
2955,golpeado,0.7672880043352451,0.5771833904573814,1.0157200475747112,218
2955,K,0.9957127901156987,0.9244058759188931,1.0727636434559638,218
2869,HR,1.0517781188400184,0.9076649433856063,1.2172057279118444,285
2869,2B,1.1757321214531868,1.0421948228250837,1.331256773966698,285
2869,3B,1.3168906410046302,0.8497310346393072,2.1037798969297286,285
2869,sencillos,1.1543444598113,1.0844365080702343,1.2328985486943373,285
2869,BB,0.9996425928863125,0.903429817795565,1.0992672668764558,285
2869,golpeado,0.9081252435687827,0.7295284495346137,1.1207459344977682,285
2869,K,0.7826234732857289,0.727934413973298,0.8395102086470942,285
2956,HR,0.8067179169215811,0.6733496849870815,0.9595957691796068,300
2956,2B,0.9323297706594572,0.82734496062841,1.0445023412715668,300
2956,3B,0.9884776847354583,0.6880173663039723,1.4615283153778253,300
2956,sencillos,0.983781110442986,0.9298585266385785,1.0414741765692388,300
2956,BB,0.9323201442029174,0.8564891552997923,1.0129777224978442,300
2956,golpeado,0.8198344506460731,0.6634760708704992,1.0139260379548216,300
2956,K,0.9466963796511826,0.8927209898042033,1.0025921918152072,300
5321,HR,0.8770978548097448,0.7362367141321267,1.0453019203482738,265
5321,2B,1.0942636775967736,0.9622408031144482,1.2616725787572645,265
5321,3B,1.7124449793841503,1.20151123308135,2.5626353637669714,265
5321,sencillos,1.117246562684354,1.0544146260720204,1.186009698415233,265
5321,BB,1.1163752520193406,1.0146452199471672,1.2243079945674018,265
5321,golpeado,1.136847247640831,0.9187159195440312,1.4189711128687097,265
5321,K,0.8711137045692323,0.8141363852048584,0.9293964054280722,265
2701,HR,0.8314441755571444,0.7104846583833887,0.9714069997622388,310
2701,2B,0.9608667429223504,0.8569018702492731,1.0823369153747684,310
2701,3B,1.2152414765033048,0.7825731860191792,1.8969373549478896,310
2701,sencillos,1.0131547286653788,0.9569073109162441,1.0704491135313183,310
2701,BB,0.9250651963225581,0.8471038707620766,1.0101768669193658,310
2701,golpeado,1.3716132658046511,1.040339252091348,1.8018769906336036,310
2701,K,1.0314484019701256,0.9649530953433367,1.098842990450508,310
2949,HR,1.1468519377305837,0.9566124598427659,1.3831180047959957,228
2949,2B,0.8343609788651224,0.7166827148107275,0.9598788374537761,228
2949,3B,0.5988122729121861,0.35729524895521336,0.9461067630406383,228
2949,sencillos,0.8991808688540694,0.8371370845269985,0.9640891692049608,228
2949,BB,0.9993397510627469,0.9113604132131491,1.1024816938442932,228
2949,golpeado,1.1884690516378953,0.9267107872815935,1.501887858679239,228
2949,K,1.2093451795493269,1.1258190314200627,1.295062649524447,228
3410,HR,1.1730580518370477,0.962764611439041,1.4209275335296723,137
3410,2B,0.909026228704355,0.7780292092107481,1.0519402393048478,137
3410,3B,0.4245272443003941,0.17860348466498588,0.7487087847945804,137
3410,sencillos,0.9515664834630947,0.8865716112511307,1.0224344017632114,137
3410,BB,0.9322278137588763,0.8338844101048942,1.0320549409278061,137
3410,golpeado,1.0617181561345512,0.7861552609384307,1.3489305309040382,137
3410,K,1.132933391744785,1.0512890413826896,1.2156812816033133,137
6070,HR,1.325445973536852,1.1145981926253508,1.61194739739325,136
6070,2B,1.2017046124338542,1.0164346996930445,1.4326557777184787,136
6070,3B,0.7357910194174392,0.3203840818365078,1.6224259988040108,136
6070,sencillos,1.056086327146536,0.9742851112081296,1.1497824523811397,136
6070,BB,1.1309478315467165,0.9980532241337708,1.2823287398946113,136
6070,golpeado,0.8088135093973639,0.5663838334041541,1.1320185536793665,136
6070,K,0.8305165371720715,0.7595074264798217,0.9062442782349682,136
3210,HR,1.117971634034972,0.8464760762059103,1.4656839307842693,138
3210,2B,1.2864344658782672,1.0810318433418482,1.564502521038498,138
3210,3B,2.580786632947643,1.461138605937336,4.926292382983939,138
3210,sencillos,1.0328407682443788,0.9506581762817515,1.1189019532130486,138
3210,BB,0.8647855907071953,0.7564131182216405,0.9851990397057391,138
3210,golpeado,0.5720336800433355,0.38734928165771826,0.8220171901587381,138
3210,K,0.9972778675837529,0.907383253440375,1.091513880770546,138
